,water2,water3,xtilt,ytilt
152,22.03,24.59,-5.432436453370429,-1.2609550088762842
153,22.03,24.59,-5.431934936864259,-1.2419770611628835
154,22.04,24.58,-5.431983642266824,-1.259557003674189
155,22.04,24.57,-5.431791645571899,-1.2592246196285817
156,22.04,24.58,-5.430135622973934,-1.2583081038289938
157,22.03,24.58,-5.430308854473905,-1.2411818763561093
158,22.04,24.57,-5.431068415370446,-1.2419022929049555
159,22.05,24.57,-5.430258690471436,-1.241340571368499
160,22.05,24.57,-5.429378376032074,-1.241900729690336
161,22.04,24.57,-5.4281951687461465,-1.242363629191903
162,22.05,24.57,-5.427849511934334,-1.2591346493782047
163,22.05,24.57,-5.426878254022927,-1.2584356817828948
164,22.05,24.56,-5.4285575664345425,-1.2405587461395786
165,22.06,24.56,-5.42792230821777,-1.242482131927883
166,22.05,24.56,-5.426846759796799,-1.2581889480907174
167,22.05,24.56,-5.426731507570374,-1.2418542765791998
168,22.06,24.56,-5.425840425160939,-1.2422100168893624
169,22.06,24.56,-5.408105774486423,-1.257881758496773
170,22.06,24.56,-5.426502111259592,-1.2407806275036433
171,22.06,24.55,-5.424964045554809,-1.2416819578673148
172,22.06,24.56,-5.408081280750786,-1.2414544603533366
173,22.06,24.55,-5.424099744370222,-1.24138843757163
174,22.07,24.55,-5.406755248363461,-1.2418947597472296
175,22.06,24.54,-5.423696683892363,-1.2407825978324774
176,22.07,24.55,-5.424543935814377,-1.2584921220100296
177,22.07,24.54,-5.406706263395978,-1.2413960890382778
178,22.07,24.54,-5.406335323932697,-1.2421823378806787
179,22.07,24.55,-5.405158818815034,-1.258337261485503
180,22.07,24.54,-5.422075996145963,-1.2413472085874369
181,22.07,24.55,-5.405301280543738,-1.241807686319
182,22.09,24.55,-5.423520560817975,-1.240934491175832
183,22.09,24.55,-5.42244608868405,-1.24073510912271
184,22.08,24.55,-5.421180507469388,-1.2408071789636548
185,22.08,24.55,-5.404574284451104,-1.2413306375654551
186,22.08,24.55,-5.420667233062484,-1.241542102162057
187,22.09,24.55,-5.420742288339153,-1.2411659627199594
188,22.09,24.54,-5.4046674705977535,-1.240802965299819
189,22.1,24.54,-5.420487008473195,-1.2412657322959668
190,22.1,24.55,-5.403472748333318,-1.2417953467816376
191,22.1,24.55,-5.420750442837349,-1.243260194981629
192,22.11,24.54,-5.402609813507794,-1.2420323427623956
193,22.1,24.55,-5.401752922245502,-1.2418216881737287
194,22.1,24.54,-5.418854591055649,-1.2405506626845677
195,22.12,24.54,-5.403250170813003,-1.24144624192099
196,22.11,24.55,-5.402910434659401,-1.2427629616245284
197,22.12,24.54,-5.4186072129566165,-1.242412917868067
198,22.12,24.54,-5.419521491495902,-1.2426715109751187
199,22.12,24.54,-5.402103881884345,-1.2422854464896786
200,22.12,24.55,-5.419410938262594,-1.2409124454595293
201,22.12,24.54,-5.4188348333395915,-1.2417851826647535
202,22.12,24.54,-5.419004376767893,-1.2428247271469564
203,22.13,24.54,-5.402111502379544,-1.243333277459962
204,22.12,24.55,-5.401902605837877,-1.2422256201609543
205,22.13,24.55,-5.401564825190312,-1.2427726334375835
206,22.14,24.55,-5.401367008268094,-1.239974942691646
207,22.14,24.55,-5.401763941660169,-1.241854686549129
208,22.14,24.55,-5.401317874612232,-1.2425852200710334
209,22.14,24.55,-5.402391884121318,-1.2427086893059835
210,22.14,24.55,-5.400758290586516,-1.2423350189827371
211,22.14,24.54,-5.401386903724359,-1.243463543513511
212,22.14,24.55,-5.401286977275484,-1.2411754788025773
213,22.15,24.55,-5.401346274925601,-1.2422810131958224
214,22.14,24.55,-5.401273802479447,-1.2426879074299564
215,22.15,24.55,-5.40175215998181,-1.2436914880237142
216,22.16,24.55,-5.4017532048180605,-1.2431788392044576
217,22.16,24.54,-5.401188268917519,-1.2433010844508798
218,22.16,24.55,-5.400568566983763,-1.2417162534570654
219,22.15,24.55,-5.418276165765768,-1.2423123490737202
220,22.15,24.55,-5.417652191399031,-1.243355440297192
221,22.16,24.54,-5.401053439926132,-1.2427115787883898
222,22.15,24.55,-5.400516793245095,-1.2433278311613576
223,22.16,24.55,-5.400811696694642,-1.2441767689966026
224,22.16,24.54,-5.400985017590526,-1.2415377125483318
225,22.15,24.54,-5.400328375561821,-1.243340669241672
226,22.15,24.54,-5.40116381241283,-1.2431909452631895
227,22.17,24.54,-5.399914573700305,-1.2427954425124916
228,22.16,24.55,-5.401116413300369,-1.2423299034194866
229,22.17,24.54,-5.400650139968194,-1.2431396922016205
230,22.17,24.54,-5.401135797618421,-1.2422596624986801
231,22.17,24.54,-5.39969777968193,-1.2419115228238433
232,22.17,24.55,-5.400701360039393,-1.2418393725008416
233,22.17,24.54,-5.40040810742777,-1.2420798876485182
234,22.17,24.55,-5.400208143893964,-1.242685204947041
235,22.17,24.55,-5.40036252450909,-1.242120776940436
236,22.17,24.55,-5.400125599014387,-1.2427334419451437
237,22.17,24.55,-5.399829750101047,-1.2419030915314195
238,22.17,24.54,-5.400434993932799,-1.243175855880489
239,22.17,24.54,-5.400784357488122,-1.2426658896026945
240,22.17,24.54,-5.4005783076475335,-1.2434075770714639
241,22.17,24.55,-5.398359661028212,-1.2415869913758353
242,22.18,24.54,-5.415602891356676,-1.2421561291458982
243,22.18,24.55,-5.399043891330931,-1.2418195954318743
244,22.18,24.54,-5.399388899858007,-1.24241949689004
245,22.18,24.55,-5.416309263947368,-1.243236536058953
246,22.18,24.55,-5.39912072308247,-1.2415180776176267
247,22.18,24.54,-5.41665563015807,-1.2427739805868747
248,22.18,24.55,-5.398541148895814,-1.2407636168253309
249,22.18,24.55,-5.400029747838196,-1.2425232585236679
250,22.18,24.55,-5.399952741440027,-1.2423706561685939
251,22.18,24.55,-5.399164817208577,-1.242833593505365
252,22.19,24.55,-5.400095167061174,-1.2415558732350884
253,22.18,24.55,-5.399614886150839,-1.241465960990602
254,22.19,24.55,-5.415937799158329,-1.2419991136063548
255,22.19,24.55,-5.39882584321531,-1.2426346263169656
256,22.19,24.55,-5.399197042236831,-1.242756614429494
257,22.19,24.54,-5.399259058492798,-1.2415927535510927
258,22.19,24.54,-5.399048842302935,-1.242199728107452
259,22.19,24.55,-5.398942967107333,-1.2410618928786492
260,22.19,24.55,-5.416014903124405,-1.2423026597349063
261,22.19,24.55,-5.398902677850586,-1.243034715253146
262,22.2,24.55,-5.399164222811683,-1.2426147542002062
263,22.2,24.55,-5.3990767977236125,-1.2420985344084272
264,22.19,24.55,-5.400021210869602,-1.2424437099848826
265,22.19,24.55,-5.399417101195993,-1.2435880799422063
266,22.2,24.55,-5.398949191453679,-1.2405898205827268
267,22.2,24.55,-5.398595495571947,-1.2428606769840629
268,22.19,24.55,-5.3992914759439925,-1.2411920265946086
269,22.2,24.55,-5.39933414764244,-1.2415293355927737
270,22.2,24.55,-5.416022680377669,-1.242519464273542
271,22.21,24.55,-5.398695239728679,-1.2419847255235752
272,22.21,24.54,-5.398372036798413,-1.242000281170017
273,22.2,24.55,-5.398755160261783,-1.2421509000995758
274,22.2,24.55,-5.399493568755126,-1.2425682731352417
275,22.21,24.55,-5.398730638480685,-1.241772420350994
276,22.21,24.55,-5.398435391648557,-1.2420665786662666
277,22.21,24.55,-5.398032691825782,-1.2417688550720825
278,22.21,24.55,-5.414842363693975,-1.2421715076898432
279,22.21,24.55,-5.399415898532464,-1.2425350173757377
280,22.21,24.54,-5.39764675887151,-1.240785748133864
281,22.21,24.55,-5.3996236443178045,-1.2423883020478907
282,22.21,24.54,-5.399361563807431,-1.2415841970385286
283,22.21,24.54,-5.398109072266123,-1.2419099727026148
284,22.22,24.55,-5.398480958309108,-1.2418267296235237
285,22.22,24.54,-5.399452882486974,-1.242459285984618
286,22.22,24.54,-5.399091748468753,-1.2426491658611947
287,22.22,24.55,-5.399321541110035,-1.243183681499265
288,22.22,24.55,-5.399121184600261,-1.2424359950616006
289,22.23,24.55,-5.399525334946548,-1.2429192233416977
290,22.23,24.55,-5.397830267013174,-1.242266376175275
291,22.23,24.55,-5.398720501286844,-1.2416253259600556
292,22.23,24.55,-5.398700127796935,-1.243386009170869
293,22.23,24.55,-5.397586255410589,-1.2424561762972424
294,22.23,24.55,-5.398548592428016,-1.2419649502041263
295,22.23,24.55,-5.399639952086622,-1.2420732061892659
296,22.24,24.54,-5.4145742167695206,-1.2411250080420073
297,22.24,24.54,-5.398340686105072,-1.242233196605542
298,22.24,24.54,-5.398391226082918,-1.2434632951433666
299,22.23,24.54,-5.397376161098145,-1.2413118853506226
300,22.24,24.54,-5.397830802043066,-1.2403719787530134
301,22.25,24.54,-5.39872447597635,-1.2430939647399106
302,22.25,24.55,-5.415062020997531,-1.2423173293607925
303,22.24,24.55,-5.398664707252325,-1.2429801300691008
304,22.25,24.56,-5.398781962900845,-1.2427850735623385
305,22.25,24.56,-5.398779840617771,-1.2422349816118918
306,22.25,24.56,-5.398554247784012,-1.241833573412365
307,22.25,24.55,-5.398511132375898,-1.2418876216342771
308,22.26,24.56,-5.397939479878177,-1.2415727119000506
309,22.26,24.56,-5.398340476593494,-1.2425426630338368
310,22.26,24.56,-5.398826318920283,-1.2417221656078326
311,22.26,24.56,-5.398360945363186,-1.242816065798309
312,22.26,24.56,-5.398480537749714,-1.2428989655332485
313,22.26,24.56,-5.397836996252499,-1.2418229067338844
314,22.26,24.56,-5.3969428895651115,-1.2414616124404099
315,22.26,24.56,-5.397139492204276,-1.2417755966363326
316,22.26,24.56,-5.398119663735963,-1.2413881178199455
317,22.26,24.56,-5.398201543783099,-1.2425377224538379
318,22.26,24.55,-5.397121960375991,-1.2408897252637772
319,22.27,24.55,-5.397341812289878,-1.2414140775947924
320,22.27,24.55,-5.413674662725663,-1.2406401477420919
321,22.27,24.55,-5.39713942955044,-1.241933832285031
322,22.27,24.56,-5.397436847189612,-1.2418742875159874
323,22.27,24.55,-5.397441700778967,-1.241822988220574
324,22.27,24.56,-5.398142491894322,-1.2416156439774342
325,22.26,24.56,-5.398306484033229,-1.241523082879509
326,22.26,24.56,-5.397084421752927,-1.240002774216318
327,22.26,24.56,-5.398881062402616,-1.2416811220924298
328,22.25,24.56,-5.397187714382912,-1.2409634353085268
329,22.25,24.56,-5.399313241249621,-1.242185020736654
330,22.25,24.56,-5.398446279382053,-1.2414801329869942
331,22.24,24.55,-5.396950365901911,-1.2401293759598695
332,22.24,24.56,-5.398072031931026,-1.2404592007965083
333,22.24,24.56,-5.39845218538176,-1.2416898970957442
334,22.24,24.56,-5.397755135796371,-1.2404660289398801
335,22.23,24.57,-5.398207255706538,-1.2408929696114763
336,22.23,24.57,-5.399175531159907,-1.2405313816705184
337,22.21,24.57,-5.398237373100492,-1.2396534035639282
338,22.21,24.57,-5.397559201639178,-1.2398106753053346
339,22.2,24.57,-5.400484245964981,-1.2407373331143714
340,22.19,24.58,-5.400592544876103,-1.239624265060374
341,22.19,24.58,-5.3998021012567365,-1.2401123253448756
342,22.18,24.57,-5.40168717033321,-1.2395082552149936
343,22.18,24.57,-5.400811563822505,-1.2382281615154307
344,22.16,24.58,-5.401864501627882,-1.240072903814064
345,22.15,24.59,-5.404006314751677,-1.239274595464643
346,22.13,24.58,-5.404650364553343,-1.240506608796248
347,22.13,24.59,-5.406203141457763,-1.240680817341095
348,22.13,24.59,-5.407462900774378,-1.2403105303458715
349,22.11,24.59,-5.409609823258472,-1.2398856935739395
350,22.1,24.58,-5.410475007540724,-1.241224915818272
351,22.1,24.58,-5.414305604782561,-1.241704314800993
352,22.09,24.59,-5.415817023664265,-1.2424173341254987
353,22.09,24.59,-5.416607861098758,-1.2416614007342042
354,22.08,24.59,-5.418081368729788,-1.2423937176282975
355,22.07,24.59,-5.420851720471806,-1.243620121399166
356,22.07,24.59,-5.423156113532165,-1.2457580685515472
357,22.06,24.59,-5.426455098974886,-1.246959537845257
358,22.05,24.59,-5.428125763025337,-1.2475764235464288
359,22.05,24.59,-5.43113927434913,-1.2492021361919659
360,22.04,24.6,-5.431865973283411,-1.2500736873861298
361,22.03,24.58,-5.435465611995305,-1.2529395130873497
362,22.02,24.58,-5.438939376681218,-1.2558807253082274
363,22.02,24.58,-5.439811373440961,-1.2554465268578923
364,22.02,24.58,-5.442283911546621,-1.2567478669558618
365,22.01,24.58,-5.444059643857777,-1.2573941655873313
366,22.0,24.58,-5.44717858704477,-1.2592781879600938
367,21.99,24.58,-5.448979000506421,-1.2600267032807115
368,21.99,24.57,-5.452245752021175,-1.2627309823766806
369,21.98,24.57,-5.454748335591226,-1.262797650592775
370,21.98,24.56,-5.457620266343974,-1.2643859226787009
371,21.97,24.57,-5.458429129140501,-1.2629453838949123
372,21.97,24.57,-5.4603210835758125,-1.2650446487262577
373,21.97,24.57,-5.463616288463019,-1.265879788651232
374,21.95,24.57,-5.464969879661635,-1.2688357302569366
375,21.95,24.56,-5.466575746299166,-1.268449043887862
376,21.95,24.55,-5.4676074173174145,-1.2687872438252652
377,21.94,24.55,-5.467901401059727,-1.2692933378413502
378,21.95,24.54,-5.4693089292341694,-1.2701704323056762
379,21.94,24.54,-5.469286351981292,-1.2696339328064434
380,21.94,24.54,-5.4702872929948985,-1.2709165572894134
381,21.94,24.53,-5.469894012887885,-1.2714173750926254
382,21.93,24.53,-5.468671274023094,-1.269623548966881
383,21.93,24.52,-5.469542328571632,-1.2690969541956545
384,21.93,24.52,-5.4702557477807,-1.2691386100126687
385,21.92,24.51,-5.468938729682932,-1.2697128239275681
386,21.94,24.49,-5.467114924654653,-1.2690468079882673
387,21.94,24.49,-5.4667835079892075,-1.2682082779949355
388,21.94,24.49,-5.465919405248228,-1.2674882799765017
389,21.93,24.48,-5.465467359175231,-1.2677396179172868
390,21.94,24.49,-5.463924003795514,-1.2665038043653989
391,21.94,24.48,-5.464405200990049,-1.2681582276514254
392,21.94,24.48,-5.463651393588539,-1.2666951089954053
393,21.94,24.47,-5.4620168962885804,-1.2658538534602293
394,21.94,24.47,-5.461084817504378,-1.2664366481051417
395,21.94,24.46,-5.460598530358553,-1.265765336926287
396,21.94,24.46,-5.459424776162631,-1.2650374654810206
397,21.94,24.45,-5.460649137190139,-1.265819187332146
398,21.94,24.45,-5.458109905129492,-1.2643625919074377
399,21.95,24.45,-5.457187122424399,-1.2646220867661957
400,21.95,24.45,-5.457409621780541,-1.2642991810764947
401,21.95,24.45,-5.457187661343909,-1.2638577847553711
402,21.95,24.44,-5.456292081439246,-1.2639085269573247
403,21.95,24.44,-5.457066232903849,-1.2645761450143043
404,21.95,24.44,-5.45453129139048,-1.2642539771727992
405,21.95,24.43,-5.453161684601261,-1.2618142323471624
406,21.95,24.43,-5.453284065292406,-1.262715751858932
407,21.96,24.43,-5.452095232696617,-1.2617971909028938
408,21.95,24.42,-5.451582569500627,-1.2621714630979497
409,21.96,24.42,-5.451746709549682,-1.2615808785402374
410,21.95,24.42,-5.449940718847058,-1.260278964940356
411,21.96,24.42,-5.449057238991639,-1.2614952472506729
412,21.95,24.42,-5.447330362247555,-1.2603990963781841
413,21.95,24.42,-5.446364988119566,-1.2597512949413558
414,21.96,24.41,-5.4457343494376325,-1.2583667335473379
415,21.96,24.41,-5.446714064752883,-1.259477995123627
416,21.97,24.41,-5.444991189816172,-1.2588622255403439
417,21.97,24.41,-5.442856495241064,-1.2563672357829396
418,21.97,24.4,-5.442565205093276,-1.2574893892623102
419,21.97,24.4,-5.441524052655691,-1.2576777028493313
420,21.97,24.4,-5.440555488767514,-1.255479531201422
421,21.97,24.4,-5.441300708618305,-1.257013858764579
422,21.98,24.4,-5.440216807842238,-1.2563695734087421
423,21.98,24.39,-5.438456001133736,-1.255416493480943
424,21.98,24.39,-5.437599353987663,-1.254809178118351
425,21.97,24.4,-5.437024081177902,-1.2546531961537035
426,21.97,24.4,-5.435391451725764,-1.2537185169087424
427,21.98,24.39,-5.43657860637196,-1.2542452494527183
428,21.99,24.39,-5.435888312044523,-1.2542109462983455
429,21.98,24.38,-5.433866723565205,-1.2534788033475635
430,21.98,24.38,-5.4338274190220766,-1.2531535221461412
431,21.99,24.38,-5.433433079037266,-1.2530005424484516
432,22.0,24.38,-5.4324682251797425,-1.2532332632289818
433,21.99,24.38,-5.432223169872479,-1.252405700119614
434,21.99,24.39,-5.4306854966224005,-1.2514534164671494
435,21.99,24.38,-5.43025287818194,-1.2517457654114996
436,21.99,24.38,-5.428412294251955,-1.2509560681432321
437,21.99,24.39,-5.428420360600493,-1.2507182618532846
438,21.99,24.39,-5.427881285624632,-1.2511276193172027
439,21.99,24.38,-5.428528641127022,-1.2508751641464548
440,22.0,24.39,-5.426893981673748,-1.2506718284089766
441,22.0,24.38,-5.426909296041108,-1.25095878832562
442,21.99,24.38,-5.426647722535878,-1.249931396225747
443,22.0,24.38,-5.42503948948344,-1.2498799462226142
444,22.0,24.38,-5.4252899978772335,-1.248948278516744
445,22.0,24.38,-5.425838645378816,-1.249286106553508
446,22.0,24.37,-5.42409565114475,-1.2494356221185827
447,22.0,24.38,-5.424000488233222,-1.249988005789524
448,22.0,24.38,-5.423089455133621,-1.2486408380499048
449,21.99,24.38,-5.422869535125639,-1.248454809310339
450,22.0,24.38,-5.422351490322615,-1.2481538609231113
451,22.0,24.37,-5.422518199114155,-1.2478874058392402
452,22.0,24.37,-5.422152293843853,-1.2472051842211844
453,22.0,24.38,-5.421110477259825,-1.2487471604080982
454,22.0,24.38,-5.420686513394166,-1.2475188686455727
455,22.0,24.37,-5.420099627992195,-1.247856814827764
456,22.0,24.38,-5.4188096393068355,-1.2461078255856577
457,22.0,24.38,-5.420122998046845,-1.2471049185605914
458,22.0,24.38,-5.419145165537825,-1.2466086040949977
459,22.0,24.38,-5.4187393119739236,-1.2459916958398396
460,22.01,24.38,-5.417475749675979,-1.245844130371179
461,22.01,24.38,-5.41776306269549,-1.2458576139326072
462,22.01,24.38,-5.417612874012158,-1.2455034309997288
463,22.01,24.39,-5.417586946797465,-1.2458051986471694
464,22.01,24.39,-5.416483146646946,-1.2454504559330883
465,22.01,24.38,-5.416715343570608,-1.2451932788930917
466,22.02,24.39,-5.4168684851281235,-1.2447888287637028
467,22.01,24.39,-5.416871408932402,-1.2455025803443633
468,22.02,24.38,-5.415959598850901,-1.2450616897735498
469,22.02,24.38,-5.416192095597252,-1.246067421318425
470,22.02,24.38,-5.416179164219501,-1.2449352498341666
471,22.02,24.38,-5.415080248526516,-1.2435946579888464
472,22.02,24.38,-5.413972564288623,-1.2449073423509107
473,22.02,24.38,-5.4148858176353905,-1.2446836392929777
474,22.02,24.38,-5.414922720436135,-1.244470677480134
475,22.02,24.38,-5.414572372989979,-1.2448490097349225
476,22.02,24.38,-5.4137834762402255,-1.2445917560624693
477,22.02,24.38,-5.414219246985334,-1.2435307521492303
478,22.02,24.38,-5.413070834222093,-1.242652311948896
479,22.02,24.38,-5.4135972967814965,-1.228761679265449
480,22.02,24.38,-5.414271107189718,-1.2446770070653392
481,22.03,24.39,-5.413221407599342,-1.2439843813204143
482,22.03,24.38,-5.413096996876486,-1.2441193969868836
